file,question,solution,category
prob_s2.6.tex,"\begin{question}
A rectangular beam that is supported at its two ends and is subjected
to a uniform load sags by an amount 
\begin{equation*}
S=C\frac{p\ell^4}{w h^3}
\end{equation*}
where $p={\rm load}$, 
      $\ell={\rm length}$, 
      $h={\rm height}$, 
      $w={\rm width}$ and $C$ is a constant. 
Suppose $p\approx 100$, $\ell\approx 4$, $w\approx .1$ and $h\approx.2$. 
Will the sag of the beam be more sensitive to changes in the height of the 
beam or to changes in the width of the beam.
\end{question}","\begin{solution}
Using the four variable variant of the linear approximation
(\eref{CLP200}{eqn lin approx 3d}) of the CLP-3 text,
\begin{equation*}
\De S\approx \pdiff{S}{p}\De p
       +\pdiff{S}{\ell}\De \ell
       +\pdiff{S}{w}\De w
       +\pdiff{S}{h}\De h
   =C\frac{p\ell^4}{w h^3}\left[\frac{\De p}{p}+4\frac{\De\ell}{\ell}
                -\frac{\De w}{w}-3\frac{\De h}{h}   \right]
\end{equation*}
When $w\approx0.1$ and $h\approx0.2$,
\begin{equation*}
\frac{\De w}{w}\approx 10\De w\qquad
3\frac{\De h}{h}\approx 15\De h
\end{equation*}
So a change in height by $\De h=\veps$ produces a change in sag of 
about $\De S = 15\veps$ times $-C\frac{p\ell^4}{w h^3}$,
while a change $\De w$ in width by the same $\veps$ produces a change in 
sag of about $\De S=10\veps$ times the same $-C\frac{p\ell^4}{w h^3}$.
The sag is more sensitive to $\De h$.
\end{solution}",CLP3
prob_s2.6.tex,"\begin{question}[M200 2010D] %1c
Let $z=f(x,y)=\frac{2y}{x^2+y^2}$.
Find an approximate value for $f(-0.8,2.1)$.
\end{question}","\begin{solution}
The first order partial derivatives of $f$ are
\begin{alignat*}{3}
f_x(x,y) & = -\frac{4xy}{{(x^2+y^2)}^2}\quad &
      f_x(-1,2) & = \frac{8}{25} \\
f_y(x,y) & = \frac{2}{x^2+y^2}-\frac{4y^2}{{(x^2+y^2)}^2}\quad &
      f_y(-1,2) & = \frac{2}{5}-\frac{16}{25}
                  =-\frac{6}{25} \\
\end{alignat*}
The linear approximation of $f(x,y)$ about $(-1,2)$ is
\begin{align*}
f(x,y)&\approx f(-1,2) + f_x(-1,2)\,(x+1) + f_y(-1,2)\,(y-2) \\
      &=\frac{4}{5} +\frac{8}{25}\,(x+1) - \frac{6}{25}\,(y-2)
\end{align*}
In particular, for $x=-0.8$ and $y=2.1$,
\begin{align*}
f(-0.8,2.1)&\approx \frac{4}{5} +\frac{8}{25}\,(0.2) - \frac{6}{25}\,(0.1) \\
           &=0.84
\end{align*}
\end{solution}",CLP3
prob_s2.6.tex,"\begin{question}[M200 2012D] %3
Suppose that a function $z = f (x, y)$ is implicitly defined by an equation:
\begin{equation*}
         xyz + x + y^2 + z^3 = 0
\end{equation*}
\begin{enumerate}[(a)]
\item
Find $\pdiff{z}{x}$.
\item
If $f(-1, 1) < 0$, find the linear approximation of the function 
$z = f (x, y)$ at $(-1, 1)$.
\item
If $f(-1, 1) < 0$, use the linear approximation in (b) to approximate $f(-1.02, 0.97)$.
\end{enumerate}
\end{question}","\begin{solution}
(a) The function $f(x,y)$ obeys
\begin{equation*}
xy\,f(x,y) + x + y^2 + f(x,y)^3 =0
\tag{$*$}\end{equation*} 
for all $x$ and $y$ (sufficiently close to $(-1,1)$). 
Differentiating $(*)$ with respect to $x$ gives
\begin{align*}
y\,f(x,y) +xy\,f_x(x,y) +  1  + 3f(x,y)^2 f_x(x,y) = 0
\implies
f_x(x,y) = -\frac{y\,f(x,y) +1}{3f(x,y)^2 +xy}
\end{align*}
Without knowing $f(x,y)$ explicitly, there's not much that we can do with this.

(b) $f(-1,1)$ obeys
\begin{equation*}
(-1)(1)\,f(-1,1) + (-1) + (1)^2 + f(-1,1)^3 =0
\iff f(-1,1)^3 -f(-1,1) =0
\end{equation*}
Since $f(-1, 1) < 0$ we may divide this equation by $f(-1, 1) < 0$,
giving $f(-1,1)^2 - 1=0$. Since $f(-1, 1) < 0$, we must have $f(-1, 1)=-1$.
By part (a) 
\begin{align*}
f_x(-1, 1) = -\frac{(1)\,f(-1, 1) +1}{3f(-1, 1)^2 +(-1)(1)}
           = 0
\end{align*}
To get the linear approximation, we still need $f_y(-1,1)$.
Differentiating $(*)$ with respect to $y$ gives
\begin{equation*}
x\,f(x,y) + xy\,f_y(x,y)  + 2y + 3f(x,y)^2 f_y(x,y) =0
\end{equation*} 
Then setting $x=-1$, $y=1$ and $f(-1,1)=-1$ gives
\begin{equation*}
(-1)\,(-1) + (-1)(1)\,f_y(-1,1)  + 2(1) + 3(-1)^2 f_y(-1,1) =0
\implies f_y(-1,1) =-\frac{3}{2}
\end{equation*} 
So the linear approximation is
\begin{equation*}
f(x,y) \approx f(-1,1) + f_x(-1,1)\,(x+1) + f_y(-1,1)\,(y-1)
           = -1 -\frac{3}{2} (y-1)
\end{equation*}

(c) By part (b),
\begin{align*}
f(-1.02,0.97) \approx  -1 -\frac{3}{2} (0.97-1) =-0.955
\end{align*}
\end{solution}",CLP3
prob_s2.6.tex,"\begin{question}[M200 2014D] %3
Let $z = f(x,y)$ be given implicitly by
\begin{equation*}
  e^z + yz = x + y.
\end{equation*}

\begin{enumerate}[(a)]
\item
Find the differential $\dee{z}$.
\item
Use linear approximation at the point $(1,0)$ to approximate $f(0.99,0.01)$.
\end{enumerate}
\end{question}","\begin{solution}
By definition, the differential at $x=a$, $y=b$ is
\begin{equation*}
f_x(a,b)\,\dee{x} + f_y(a,b)\,\dee{y}
\end{equation*}
so we have to determine the partial derivatives $f_x(a,b)$ and $f_y(a,b)$.
We are told that
\begin{equation*}
e^{f(x,y)} + y\,f(x,y) = x + y
\end{equation*}
for all $x$ and $y$.
Differentiating this equation with respect to $x$
and with respect to $y$ gives, by the chain rule,
\begin{align*}
e^{f(x,y)}f_x(x,y) + y\,f_x(x,y) = 1 \\
e^{f(x,y)}f_y(x,y) + f(x,y) +y\,f_y(x,y) = 1 
\end{align*}
Solving the first equation for $f_x$ and the second for $f_y$ gives
\begin{align*}
f_x(x,y) &=  \frac{1}{e^{f(x,y)}+y} \\
f_y(x,y) &= \frac{1-f(x,y)}{e^{f(x,y)}+y} 
\end{align*}
So the differential at $x=a$, $y=b$ is
\begin{equation*}
\frac{\dee{x}}{e^{f(a,b)}+b} + \frac{1-f(a,b)}{e^{f(a,b)}+b} \,\dee{y}
\end{equation*} 
Since we can't solve explicitly for $f(a,b)$ for general $a$ and $b$.
There's not much more that we can do with this. 

(b) In particular, when $a=1$ and $b=0$, we have 
\begin{equation*}
e^{f(1,0)} + 0\,f(1,0) = 1 + 0
\implies 
e^{f(1,0)}  = 1 
\implies 
f(1,0)=0
\end{equation*}
and the linear approximation simpifies to
\begin{equation*}
f\big(1+\dee{x}\,,\,\dee{y}\big)
  \approx f(1,0) + \frac{\dee{x}}{e^{f(1,0)}+0} 
        + \frac{1-f(1,0)}{e^{f(1,0)}+0}   \,\dee{y}
  = \dee{x} +\dee{y}
\end{equation*}
Choosing $\dee{x} = -0.01$ and $\dee{y} = 0.01$, we have
\begin{equation*}
f\big(0.99\,,\,0.01\big)
  \approx  -0.01 + 0.01
  =0
\end{equation*}
\end{solution}",CLP3
prob_s2.6.tex,"\begin{question}[M200 2004A] %2
Two sides and the enclosed angle of a triangle are measured to be
$3\pm.1$m, $4\pm.1$m and $90\pm 1^\circ$ respectively. The length of the
third side is then computed using the cosine law $C^2=A^2+B^2-2AB\cos\theta$.
What is the approximate maximum error in the computed value of $C$?
\end{question}","\begin{solution}
Let $C(A,B,\theta)=\sqrt{A^2+B^2-2AB\cos\theta}$. Then 
$C\big(3,4,\frac{\pi}{2}\big)=5$. Differentiating 
$C^2=A^2+B^2-2AB\cos\theta$ gives
\begin{alignat*}{5}
2C\frac{\partial C}{\partial A}(A,B,\theta)&=2A-2B\cos\theta &\quad&\implies\quad &
10\frac{\partial C}{\partial A}\big(3,4,\tfrac{\pi}{2}\big)&=6\cr
2C\frac{\partial C}{\partial B}(A,B,\theta)&=2B-2A\cos\theta &  &\implies &
10\frac{\partial C}{\partial B}\big(3,4,\tfrac{\pi}{2}\big)&=8\cr
2C\frac{\partial C}{\partial \theta}(A,B,\theta)&=2AB\sin\theta &  &\implies &
10\frac{\partial C}{\partial \theta}\big(3,4,\tfrac{\pi}{2}\big)&=24\cr
\end{alignat*}
Hence the approximate maximum error in the computed value of $C$ is
\begin{align*}
|\De C|&\approx \left|
\frac{\partial C}{\partial A}\big(3,4,\tfrac{\pi}{2}\big)\De A
+\frac{\partial C}{\partial B}\big(3,4,\tfrac{\pi}{2}\big)\De B
+\frac{\partial C}{\partial \theta}\big(3,4,\tfrac{\pi}{2}\big)\De\theta\right|
\\
&\le(0.6)(0.1)+(0.8)(0.1)+(2.4)\frac{\pi}{180}\cr
&=\frac{\pi}{75}+0.14\le 0.182
\end{align*}
\end{solution}",CLP3
prob_s2.6.tex,"\begin{question} [M200 2003D] %2
Use differentials to find a reasonable approximation to the
value of $f(x,y)=xy\sqrt{x^2+y^2}$ at $x=3.02$, $y=3.96$. Note that
$3.02\approx 3$ and $3.96\approx 4$.
\end{question}","\begin{solution}
Substituting $(x_0,y_0)=(3,4)$ and $(x,y)=(3.02,3.96)$ into
\begin{equation*}
f(x,y)\approx f(x_0,y_0)+f_x(x_0,y_0)(x-x_0)+f_y(x_0,y_0)(y-y_0)
\end{equation*}
gives 
\begin{align*}
f(3.02,3.96)&\approx f(3,4)+0.02f_x(3,4)-0.04f_y(3,4)\\
&=60+0.02\left(20+\frac{36}{5}\right)-0.04\left(15+\frac{48}{5}\right)\\
&=59.560
\end{align*}
since
\begin{equation*}
f_x(x,y)=y\sqrt{x^2+y^2}+\frac{x^2y}{\sqrt{x^2+y^2}}\qquad
f_y(x,y)=x\sqrt{x^2+y^2}+\frac{xy^2}{\sqrt{x^2+y^2}}
\end{equation*}
\end{solution}",CLP3
prob_s2.6.tex,"\begin{question}[M200 2000D] %2
Use differentials to estimate the volume of metal in a closed
metal can with diameter 8cm and height 12cm if the metal is 0.04cm thick. 
\end{question}","\begin{solution}
The volume of a cylinder of diameter $d$ and height $h$ 
is $V(d,h)=\pi\big(\frac{d}{2}\big)^2h$. The wording of the question is
a bit ambiguous in that it does not specify if the given dimensions are
inside dimensions or outside dimensions. Assume that they are outside
dimensions. Then the volume of the can, including the metal, is $V(8,12)$
and the volume of the interior, excluding the metal, is 
\begin{align*}
V(8-2\times0.04\,,\,12-2\times 0.04)
&\approx  V(8,12)
+V_d(8,12)(-2\times 0.04)
+V_h(8,12)(-2\times 0.04)\\
&=V(8,12)
+\frac{1}{2}\pi\times 8\times 12\times(-2\times 0.04)
+\pi\left(\frac{8}{2}\right)^2\!\!(-2\times 0.04)\\
&=V(8,12)
-\pi\times 128\times 0.04
\end{align*}
So the volume of metal is approximately $\pi\times 128\times 0.04=
5.12\pi\approx 16.1$cc. (To this level of approximation, it doesn't matter
whether the dimensions are inside or outside dimensions.)
\end{solution}",CLP3
prob_s2.6.tex,"\begin{question}[M200 2000A] %4
Let $z$ be a function of $x$, $y$ such that 
\begin{equation*}
z^3 - z + 2xy - y^2 = 0,\qquad z(2, 4) = 1.
\end{equation*}
\begin{enumerate}[(a)]
\item
Find the linear approximation to $z$ at the point $(2, 4)$. 
\item 
Use your answer in (a) to estimate the value of $z$ at 
$(2.02, 3.96)$. 
\end{enumerate}
\end{question}","\begin{solution}
(a) The function $z(x,y)$ obeys
\begin{equation*}
z(x,y)^3-z(x,y)+2xy-y^2=0
\end{equation*}
for all $(x,y)$ near $(2,4)$. Differentiating with respect to $x$ and $y$
\begin{align*}
3z(x,y)^2\pdiff{z}{x}(x,y)
       -\pdiff{z}{x}(x,y)+2y&=0 \\
3z(x,y)^2\pdiff{z}{y}(x,y)
       -\pdiff{z}{y}(x,y)+2x-2y&=0 
\end{align*}
Substituting in $x=2$, $y=4$ and $z(2,4)=1$ gives
\begin{alignat*}{5}
3\pdiff{z}{x}(2,4)
       -\pdiff{z}{x}(2,4)+8&=0 &  &\iff &
    \pdiff{z}{x}(2,4) & = -4 \\
3\pdiff{z}{y}(2,4)
       -\pdiff{z}{y}(2,4)+4-8&=0 &  &\iff &
    \pdiff{z}{y}(2,4) & = 2
\end{alignat*}
The linear approximation is
\begin{align*}
z(x,y)&\approx z(2,4)+z_x(2,4)(x-2)+z_y(2,4)(y-4)= 1-4(x-2)+2(y-4) \\
&=1-4x+2y
\end{align*}

(b) Substituting in $x=2.02$ and $y=3.96$ gives
\begin{align*}
z(2.02,3.96)\approx 1-4\times0.02+2\times(-0.04)
=0.84
\end{align*}
\end{solution}",CLP3
prob_s2.6.tex,"\begin{question}[M200 2006D] %1
Consider the surface given by:
\begin{equation*}
z^3 - xyz^2 - 4x = 0.
\end{equation*}
\begin{enumerate}[(a)]
\item 
Find expressions for $\pdiff{z}{x}$, $\pdiff{z}{y}$ as functions of $x$, $y$, 
$z$.
\item
Evaluate $\pdiff{z}{x}$, $\pdiff{z}{y}$ at $(1, 1, 2)$.
\item
Measurements are made with errors, so that $x = 1 \pm 0.03$ and 
$y = 1 \pm 0.02$.
Find the corresponding maximum error in measuring $z$.
\item
A particle moves over the surface along the path whose projection in the
$xy$--plane is given in terms of the angle $\theta$ as
\begin{equation*}
x(\theta) = 1 + \cos\theta,\ y(\theta) = \sin\theta
\end{equation*}
from the point $A : x = 2,\ y = 0$ to the point $B : x = 1,\ y = 1$.
Find $\diff{z}{\theta}$ at points $A$ and $B$.
\end{enumerate}
\end{question}","\begin{solution}
(a)  We are told that
\begin{equation*}
z(x,y)^3 - xy\,z(x,y)^2 - 4x = 0
\end{equation*}
for all $(x,y)$ (sufficiently near $(1,1)$).
Differentiating this equation with respect to $x$ gives
\begin{align*}
& 3z(x,y)^2\,\pdiff{z}{x}(x,y) -y\, z(x,y)^2 -2xy\,z(x,y)\pdiff{z}{x}(x,y) - 4=0
\\ \implies 
&\pdiff{z}{x} = \frac{4+yz^2}{3z^2-2xyz}
\end{align*}
and differentiating with respect to $y$ gives
\begin{align*}
& 3z(x,y)^2\,\pdiff{z}{y}(x,y) -x\, z(x,y)^2 -2xy\,z(x,y)\pdiff{z}{y}(x,y) =0
\\ \implies 
&\pdiff{z}{y} = \frac{xz^2}{3z^2-2xyz}
\end{align*}

(b) 
When $(x,y,z)=(1,1,2)$,
\begin{align*}
\pdiff{z}{x}(1,1) = \frac{4+(1)(2)^2}{3(2)^2-2(1)(1)(2)} = 1\qquad
\pdiff{z}{y}(1,1) = \frac{(1)(2)^2}{3(2)^2-2(1)(1)(2)} = \frac{1}{2}
\end{align*}

(c) Under the linear approximation at $(1,1)$
\begin{equation*}
z(x,y) \approx z(1,1) + z_x(1,1)\,(x-1) + z_y\,(1,1)\,(y-1)
        = 2 + (x-1) +\frac{1}{2}(y-1)
\end{equation*}
So errors of $\pm 0.03$ in $x$ and $\pm 0.02$ in $y$ leads of errors
of about 
\begin{equation*}
\pm\left[0.03 + \frac{1}{2}(0.02)\right]
=\pm 0.04
\end{equation*}
in $z$.

(d) By the chain rule
\begin{align*}
\diff{}{\theta} z\big(x(\theta),y(\theta)\big)
&= z_x\big(x(\theta),y(\theta)\big)\,x'(\theta)
  +z_y\big(x(\theta),y(\theta)\big)\,y'(\theta) \\
&=-z_x\big(1 + \cos\theta,\sin\theta\big)\,\sin\theta
  +z_y\big(1 + \cos\theta,\sin\theta\big)\,\cos\theta
\end{align*}
At $A$, $x=2$, $y=0$, $z=2$ (since $z^3-(2)(0)z^2-4(2)=0$) and $\theta=0$, 
so that
\begin{align*}
\pdiff{z}{x}(2,0) = \frac{4+(0)(2)^2}{3(2)^2-2(2)(0)(2)} = \frac{1}{3}\qquad
\pdiff{z}{y}(2,0) = \frac{(2)(2)^2}{3(2)^2-2(2)(0)(2)} = \frac{2}{3}
\end{align*}
and
\begin{align*}
\diff{z}{\theta} 
&=-\frac{1}{3}\sin(0) +\frac{2}{3}\cos(0) =\frac{2}{3}
\end{align*}

At $B$, $x=1$, $y=1$, $z=2$ and $\theta=\frac{\pi}{2}$, 
so that, by part (b),
\begin{align*}
\pdiff{z}{x}(1,1) = 1\qquad
\pdiff{z}{y}(1,1) = \frac{1}{2}
\end{align*}
and
\begin{align*}
\diff{z}{\theta} 
&=-\sin\frac{\pi}{2} +\frac{1}{2}\cos\frac{\pi}{2} = -1
\end{align*}
\end{solution}",CLP3
prob_s2.6.tex,"\begin{question}[M200 2007A] %2
Consider the function $f$ that maps each point $(x, y)$ in $\bbbr^2$ 
to $ye^{-x}$.
\begin{enumerate}[(a)]
\item
 Suppose that $x = 1$ and $y = e$, but errors of size $0.1$ are 
made in measuring each of $x$ and $y$. Estimate the maximum error 
that this could cause in $f(x,y)$.

\item
 The graph of the function $f$ sits in $\bbbr^3$ , and the point $(1, e, 1)$ 
lies on that graph. Find a nonzero vector that is perpendicular to that 
graph at that point.
\end{enumerate}
\end{question}","\begin{solution}
We are going to need the first order partial derivatives of 
$f(x,y)=ye^{-x}$ at $(x,y)=(1,e)$. Here they are.
\begin{align*}
f_x(x,y)&= -ye^{-x} & f_x(1,e)&=-e\,e^{-1}=-1 \\
f_y(x,y)&=e^{-x}    & f_y(1,e)&= e^{-1}
\end{align*}

(a) The linear approximation to $f(x,y)$ at $(x,y)=(1,e)$ is
\begin{align*}
f(x,y) \approx f(1,e) + f_x(1,e)\,(x-1) +f_y(1,e)\,(y-e)
       = 1 -(x-1) +e^{-1}(y-e)
\end{align*}
The maximum error is then approximately
\begin{align*}
-1(-0.1) +e^{-1}(0.1) =\frac{1+e^{-1}}{10}
\end{align*}

(b) The equation of the graph is $g(x,y,z) = f(x,y) -z =0$.
Any vector that is a nonzero constant times 
\begin{align*}
\vnabla g(1,e,1) =\llt f_x(1,e)\,,\,f_y(1,e)\,,\,-1\rgt
                 =\llt -1\,,\,e^{-1}\,,\,-1\rgt
\end{align*}
is perpendicular to $g=0$ at $(1,e,1)$.
\end{solution}",CLP3
prob_s2.6.tex,"\begin{question}[M200 2009D] %1
A surface is defined implicitly by $z^4 - xy^2 z^2 + y = 0$.
\begin{enumerate}[(a)]
\item
Compute $\pdiff{z}{x}$, $\pdiff{z}{y}$ in terms of $x$, $y$, $z$.

\item 
Evaluate $\pdiff{z}{x}$ and $\pdiff{z}{y}$ at $(x, y, z) = (2, -1/2, 1)$.

\item
If $x$ decreases from $2$ to $1.94$, and 
   $y$ increases from $-0.5$ to $-0.4$,
find the approximate change in $z$ from $1$.

\item
Find the equation of the tangent plane to the surface at the point 
$(2, -1/2, 1)$.

\end{enumerate}
\end{question}","\begin{solution}
(a) 
We are told that for all $x,y$ (with $(x,y,z)$ near $(2,-1/2,1)$),
the function $z(x,y)$ obeys
\begin{align*}
z(x,y)^4 -xy^2 z(x,y)^2 +y=0
\tag{$*$}\end{align*}
Differentiating $(*)$ with respect to $x$ gives
\begin{align*}
&4z(x,y)^3\pdiff{z}{x}(x,y) - y^2z(x,y)^2 -2xy^2z(x,y)\pdiff{z}{x}(x,y) =0 \\
&\implies 
\pdiff{z}{x}(x,y) = \frac{y^2 z(x,y)^2}{4z(x,y)^3-2xy^2z(x,y)}
\end{align*}
Similarly, differentiating this equation with respect to $y$ gives
\begin{align*}
&4z(x,y)^3\pdiff{z}{y}(x,y) - 2xy\,z(x,y)^2 -2xy^2z(x,y)\pdiff{z}{y}(x,y) +1=0 \\
&\implies 
\pdiff{z}{y}(x,y) = \frac{2xy\, z(x,y)^2-1}{4z(x,y)^3-2xy^2z(x,y)}
\end{align*}

(b) Substituting $(x, y, z) = (2, -1/2, 1)$ into the results of part (a)
gives
\begin{align*}
\pdiff{z}{x}(2,-1/2) &= \frac{1/4}{4-1} =\frac{1}{12}\\
\pdiff{z}{y}(2,-1/2) &= \frac{-2-1}{4-1}=-1
\end{align*}

(c) Under the linear approximation about $(2,-1/2)$,
\begin{align*}
f(x,y) &\approx f(2,-1/2) + f_x(2,-1/2)\,(x-2) + f_y(2,-1/2)\,(y+1/2) \\
       &= 1 +\frac{1}{12}(x-2) - (y+0.5)
\end{align*}
In particular
\begin{align*}
f(1.94,-0.4) \approx 1 -\frac{0.06}{12}-0.1 
\end{align*}
so that
\begin{align*}
f(1.94,-0.4) - 1  \approx -0.105
\end{align*}

(d) The tangent plane is
\begin{align*}
z&=f(2,-1/2) + f_x(2,-1/2)\,(x-2) + f_y(2,-1/2)\,(y+1/2) \\
 &= 1 +\frac{1}{12}(x-2) - (y+0.5)
\end{align*}
or
\begin{align*}
\frac{x}{12} -y -z = -\frac{1}{3}
\end{align*}
\end{solution}",CLP3
prob_s2.6.tex,"\begin{question}[M200 2010A] %1b
A surface $z = f (x, y)$ has derivatives $\pdiff{f}{x}=3$ and
$\pdiff{f}{y}=-2$ at $(x, y, z) = (1, 3, 1)$.
\begin{enumerate}[(a)]
\item
If $x$ increases from $1$ to $1.2$, and $y$ decreases from $3$ to $2.6$,
find the change in $z$ using a linear approximation.
\item
Find the equation of the tangent plane to the surface at the point $(1, 3, 1)$.
\end{enumerate}

\end{question}","\begin{solution}
(a) The linear approximation to $f(x,y)$ at $(1,3)$ is
\begin{align*}
f(x,y) \approx f(1,3) + f_x(1,3)\,(x-1) +f_y(1,3)\,(y-3)
      = 1 + 3(x-1) -2(y-3)
\end{align*}
So the change is $z$ is approximately
\begin{align*}
3(1.2-1) -2(2.6-3)
= 1.4
\end{align*}

(b) The equation of the tangent plane is
\begin{align*}
z = f(1,3) + f_x(1,3)\,(x-1) +f_y(1,3)\,(y-3) = 1 + 3(x-1) -2(y-3)
\end{align*}
or
\begin{equation*}
3x-2y-z = -4
\end{equation*}

\end{solution}",CLP3
prob_s2.6.tex,"\begin{question}[M200 2011A] %2
According to van der Waal's equation, a gas satisfies the equation
\begin{equation*}
(pV^2 + 16)(V - 1) = T V^2 ,
\end{equation*}
where $p$, $V$ and $T$ denote pressure, volume and temperature respectively. 
Suppose the gas is now at pressure $1$, volume $2$ and temperature $5$. Find the 
approximate change in its volume if $p$ is increased by $0.2$ and $T$ is increased by $0.3$.
\end{question}","\begin{solution}
Think of the volume as being the function $V(p,T)$ of pressure and temperature
that is determined implicitly (at least for $p\approx 1$, $T\approx 5$ and $V\approx 2$) by the equation
\begin{equation*}
\big(pV(p,T)^2 + 16\big)\big(V(p,T) - 1\big) = T V(p,T)^2 
\tag{$*$}\end{equation*}
To determine the approximate change in $V$, we will use the linear
approximation to $V(p,T)$ at $p=1$, $T=5$. So we will need the
partial derivatives $V_p(1,5)$ and $V_T(1,5)$. As the equation $(*)$
is valid for all $p$ near $1$ and $T$ near 5, we may differentiate $(*)$
with respect to $p$, giving
\begin{align*}
&\big(V^2 +2 pV V_p\big)\big(V - 1\big) 
+ \big(pV ^2 + 16\big)V_p = 2T V V_p 
\end{align*}
and we may also differentiate $(*)$ with respect to $T$, giving
\begin{align*}
&\big(2 pV V_T\big)\big(V - 1\big) + \big(pV ^2 + 16\big)V_T = V^2 + 2T V V_T
\end{align*}
In particular, when $p=1$, $V=2$, $T=5$,
\begin{alignat*}{3}
\big(4 +4 V_p(1,5)\big)\big(2 - 1\big) 
+ \big(4 + 16\big)V_p(1,5) &= 20 V_p(1,5) 
&\quad\implies
V_p(1,5)&=-1 \\
4 V_T(1,5)\big(2 - 1\big) + \big(4 + 16\big)V_T(1,5) &= 4 + 20 V_T(1,5)
&\quad\implies
V_T(1,5)&=1
\end{alignat*}
so that the change in $V$ is
\begin{align*}
V(1.2\,,\,5.3)-V(1,5) \approx  V_p(1,5)\,(0.2) + V_T(1,5)\,(0.3)
                        = -0.2+0.3
                        = 0.1
\end{align*}
\end{solution}",CLP3
prob_s2.6.tex,"\begin{question}[M200 2011D] %1b,c
Consider the function $f(x, y) = e^{-x^2 +4y^2}$.
\begin{enumerate}[(a)]
\item
Find the equation of the tangent plane to the graph $z = f (x,y)$ at the 
point where $(x, y) = (2, 1)$.
\item
Find the tangent plane approximation to the value of $f(1.99, 1.01)$ using the
tangent plane from part (a).
\end{enumerate}
\end{question}","\begin{solution}
Since
\begin{align*}
f_x(2,1) & = -2x e^{-x^2 +4y^2}\Big|_{(x,y)=(2,1)} = -4 \\
f_y(2,1) & = \phantom{-}8y e^{-x^2 +4y^2}\Big|_{(x,y)=(2,1)} = 8
\end{align*}
The tangent plane to $z=f(x,y)$ at $(2,1)$ is
\begin{align*}
z &= f(2,1) +f_x(2,1)\,(x-2) +f_y(2,1)\,(y-1)
  = 1 -4 (x-2) +8(y-1) \\
 &= 1-4x +8y
\end{align*}
and the tangent plane approximation to the value of $f(1.99, 1.01)$ is
\begin{align*}
f(1.99, 1.01) \approx 1 -4 (1.99-2) +8(1.01-1)
                = 1.12
\end{align*}
\end{solution}",CLP3
prob_s2.6.tex,"\begin{question}[M200 2012a] %2
Let $z = f (x, y) = \ln(4x^2 + y^2)$.
\begin{enumerate}[(a)]
\item
Use a linear approximation of the function $z = f (x, y)$ at $(0, 1)$ to estimate
$f(0.1, 1.2)$.

\item
Find a point $P (a, b, c)$ on the graph of $z = f(x, y)$ such that 
the tangent plane to the graph of $z = f (x, y)$ at the point $P$ is parallel to the plane $2x + 2y - z = 3$.
\end{enumerate}
\end{question}","\begin{solution}
(a) The linear approximation to $f(x,y)$ at $(a,b)$ is
\begin{align*}
f(x,y) &\approx f(a,b)  + f_x(a,b)\,(x-a) + f_y(a,b)\,(y-b) \\
       &= \ln(4a^2 + b^2) + \frac{8a}{4a^2+b^2}\, (x-a)
                              + \frac{2b}{4a^2+b^2}\, (y-b)
\end{align*}
In particular, for $a=0$ and $b=1$,
\begin{align*}
f(x,y) &\approx  2\, (y-1)
\end{align*}
and, for $x=0.1$ and $y=1.2$,
\begin{align*}
f(0.1,1.2) &\approx  0.4
\end{align*}

(b)
The point $(a,b,c)$ is on the surface $z=f(x,y)$ if and only if
\begin{equation*}
c = f(a,b) = \ln(4a^2 + b^2) 
\end{equation*}
Note that this forces $4a^2 + b^2$ to be nonzero.
The tangent plane to the surface $z = f (x, y)$ at the point $(a,b,c)$ 
is parallel to the plane $2x + 2y - z = 3$ if and only if 
$\llt 2\,,\,2\,,\,-1\rgt$ is a normal vector for the tangent plane.
That is, there is a nonzero number $t$ such that
\begin{align*}
\llt 2\,,\,2\,,\,-1\rgt
=t\llt f_x(a,b)\,,\,f_y(a,b)\,,\ -1\rgt
=t\llt \frac{8a}{4a^2+b^2} \,,\, \frac{2b}{4a^2+b^2} \,,\,-1\rgt
\end{align*}
For the $z$--coordinates to be equal, $t$ must be $1$.
Then, for the $x$-- and $y$--coordinates to be equal, we need
\begin{align*}
\frac{8a}{4a^2+b^2} &= 2 \\
\frac{2b}{4a^2+b^2} &= 2
\end{align*}
Note that these equations force both $a$ and $b$ to be nonzero.
Dividing these equations gives $\frac{8a}{2b}=1$ and hence $b=4a$.
Substituting $b=4a$ into either of the two equations gives
\begin{align*}
\frac{8a}{20a^2}=2 \implies a=\frac{1}{5}
\end{align*}
So $a=\frac{1}{5}$, $b=\frac{4}{5}$ and 
\begin{align*}
c=\ln\left(\frac{4}{5^2}+\frac{4^2}{5^2}\right)
 =\ln\frac{4}{5}
\end{align*}
\end{solution}",CLP3
